Country,Description,Designation,Points,Price,State,Region_1,Region_2,Taster_Name,Taster_Twitter,Title,Variety,Winery,Website
US,"This is one of the most successful Pinots the winery has produced, and I have no doubt it's because the vintage was so cool. The wine is absolutely dry and has bracing acidity, with extraordinarily long, deep flavors of grapes that achieved maximum ripeness but remain balanced. Cherries, raspberries and blackberries flood the palate, enriched with earthier notes of balsam, cola, soy, licorice and spice. Drink now through 2011.","Chenoweth Ranch",93,55,California,"Russian River Valley",Sonoma,NULL,NULL,"Patz & Hall 2005 Chenoweth Ranch Pinot Noir (Russian River Valley)","Pinot Noir","Patz & Hall",www.patzhall.com
US,"This new wine from an estate vineyard is the strong, quiet type that's not effusively fruity but instead emphasizes mineral elements and great structure. An attractive chalky, spicy aroma leads to beautifully restrained red cherry and pomegranate flavors that seem to grow and expand with each sip. The texture is firmly tannic but also polished, supported by perfect acidity that keeps everything sharp and focused.",NULL,93,40,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"Long Meadow Ranch 2015 Pinot Noir (Anderson Valley)","Pinot Noir","Long Meadow Ranch",www.longmeadowranch.com
US,"This provides a strong argument that delicate yet flavorful Pinot Noir can indeed come from the Santa Clara Valley. Intriguing and elegant aromas of lavender and violet meet with Earl Grey tea and bergamot on the nose. The palate's light black-plum and black-raspberry fruit are enlivened by purple flowers and a dusting of dried sage.",Reserve,93,60,California,"Santa Clara Valley","Central Coast","Matt Kettmann",@mattkettmann,"Sarah's Vineyard 2014 Reserve Pinot Noir (Santa Clara Valley)","Pinot Noir","Sarah's Vineyard",sarahs-vineyard.com
US,"This successful Pinot Noir from a difficult vintage treads an exciting line: It contains subtle notes of tomato and beetroot, but that vegetativeness only adds an earthy complexity to the ripe flavors of black cherry and plum. It's a fancy, elegant wine to drink now, and should gain traction over the next 5–6 years.","McDougall Vineyard",93,58,California,"Sonoma Coast",Sonoma,NULL,NULL,"Dutton-Goldfield 2010 McDougall Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"This tightly wound wine opens in the glass, with intense, bright acidity that wraps around herbal, minty undertones. Blackberry, raspberry and clove give it plenty of varietal classicism, but it's the strong earthy loam and forest floor that provide intrigue and elegance.","Dutton Ranch Freestone Hill Vineyard",93,72,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Dutton-Goldfield 2013 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"This wine at the top of the Goldeneye hierarchy conveys a feeling of elegance and full body at the same time. It has spicy, toasted oak aromas, ripe and tasty fruit flavors, a rounded texture and full body. Nuances like ripe blackberry and black cherry are nicely layered with nutmeg and toast for delicious complexity.","Ten Degrees Vineyard",93,115,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"Goldeneye 2012 Ten Degrees Vineyard Pinot Noir (Anderson Valley)","Pinot Noir",Goldeneye,www.goldeneyewinery.com
US,"This wine is made in decent quantities, enough to hopefully find, and that's good news, given its quality for the price. Juicy, spicy and just the right amount of herbal, it has sizzling acidity that livens and refreshens the palate, dotted in chocolate-covered cherry, plum and clove.",NULL,93,40,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"La Crema 2014 Pinot Noir (Russian River Valley)","Pinot Noir","La Crema",www.lacrema.com
US,"This wine is produced in microscopic amounts, the result of sourcing grapes from a notoriously difficult-to-farm site. It rewards in flavor: hearty cherry and pomegranate fruit, a crisp, crunchy texture, powerful tannins and oak, and an underlying minerality that presents as elusively as a cloud of fog.","Great Oak Vineyard Suicide Hill",93,60,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Joseph Swan Vineyards 2013 Great Oak Vineyard Suicide Hill Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"This wine lives and breathes terroir, with the rock and wild herb character of the AVA and the vivid cherry fruit of the vineyard. It's beautifully proportioned, with a vein of cola, a toasty bouquet and a focused finish.","Sojourner Vineyard",93,42,Oregon,"Eola-Amity Hills","Willamette Valley","Paul Gregutt",@paulgwine ,"Owen Roe 2013 Sojourner Vineyard Pinot Noir (Eola-Amity Hills)","Pinot Noir","Owen Roe",www.owenroe.com
US,"This wine needs some coaxing at first to come out of its shell. Once settled, it entices in warming cardamom, clove and damp earth, taking on savory airs. Exuberant as it develops, it offers high-toned cherry and tangerine that surround a silky, subtle body. Hints of spicy cinnamon and white pepper mark the finish.","Rochioli-Allen Vineyards",93,70,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Gary Farrell 2012 Rochioli-Allen Vineyards Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"Though not designated as such, this is a reserve-level effort, as noted by the special label (with Owen Roe in large, old-fashioned cursive lettering) and its overall concentration. Dense black fruits are strongly accented with flavors of espresso and baking spices. It's a powerful wine that is already drinking well, and should continue to do so into the late 2020s.","Merriman Vineyard Clandeboye",93,85,Oregon,"Willamette Valley",NULL,"Paul Gregutt",@paulgwine ,"Owen Roe 2014 Merriman Vineyard Clandeboye Pinot Noir","Pinot Noir","Owen Roe",www.owenroe.com
US,"Tight in acidity and tannins now, but very complex, offering a range of cherry, tangerine zest, mushroom, cola and Indian spice flavors that swirl to a long finish. The mouthfeel is delicate, but the power is impressive. Drink now–2015.","Saralee's Vineyard",93,35,California,"Russian River Valley",Sonoma,NULL,NULL,"Joseph Swan Vineyards 2007 Saralee's Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"Very dark in the glass, this bottling shows blackberry jam, crushed slate, turned black loam and hot baking spice on the nose. There is prominent structure to the palate, where olallieberry meets with smashed clove, bay leaf, black pepper and vanilla. The acid is seamlessly integrated, so drink 2018–2030.","Russell Family Vineyard",93,50,California,"Sta. Rita Hills","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2014 Russell Family Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"Vivacious on the nose, with hibiscus flowers, pomegranate, strawberry, rose petal and cola aromas, this bottling from a historic vineyard is both juicy and delicate at the same time. Vibrant flavors of cranberry, pomegranate, hibiscus and even red melon show on the palate, enhanced by dried fennel, sage and purple flowers.","Bien Nacido Vineyard",93,65,California,"Santa Maria Valley","Central Coast","Matt Kettmann",@mattkettmann,"Gary Farrell 2014 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"Winemaker Brian Loring's take on this coveted vineyard shows rhubarb, pencil lead and a very clove-y cinnamon aspect on the nose. Raspberries mark the core of the palate, but the edges are speckled with strong herbs, from oregano to juniper. It offers a great mix of fruit and spice.","Rosella's Vineyard",93,50,California,"Santa Lucia Highlands","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2013 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"You can taste Marin's cool climate in the exotic, forest-scented pine needle, wild thyme and bitter cherry flavors of this elegant, complex young Pinot. It's completely dry and savory in acidity. An elusive, subtle, capitivating wine that should do interesting things over the next six years.","Devil's Gulch Vineyard",93,58,California,"Marin County","North Coast",NULL,NULL,"Dutton-Goldfield 2009 Devil's Gulch Vineyard Pinot Noir (Marin County)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"A big, young Pinot Noir that shows brilliant stuffing and complexity, but it's rather heavy and tannic now, and not a wine to open before, say, 2011 at the very least. In its youth it displays rich, jammy flavors of red cherries, raspberries, Dr. Pepper cola, beef jerky and smoky sandalwood, and is very dry. Should evolve slowly through 2015 or beyond.","Starr Ridge Vineyard - Dijon Clones",92,50,California,"Russian River Valley",Sonoma,NULL,NULL,"Gary Farrell 2007 Starr Ridge Vineyard - Dijon Clones Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"A dash of spicy oak suggests nutmeg and cinnamon in the aroma of this well-balanced, rich and flavorful wine. Cherry, red currant and touches of mint and cedar fill out the palate, and the texture is just firm enough, with fine tannins for great balance.",NULL,92,50,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"La Crema 2013 Pinot Noir (Anderson Valley)","Pinot Noir","La Crema",www.lacrema.com
US,"A rich, vital, complex Pinot Noir. Completely dry, with a savory scour of acidity, it treads a fine line between ripe cherries and pomegranates and earthier notes of mushrooms and dried herbs. Lots of terroir in this fine wine, which will take a few years of bottle age.",NULL,92,24,California,Monterey,"Central Coast",NULL,NULL,"La Crema 2009 Pinot Noir (Monterey)","Pinot Noir","La Crema",www.lacrema.com
US,"A single-vineyard wine from Oregon can be a component rather than a complete wine, but here it is an absolute joy. Fragrant and complex, this offers pleasures for both nose and palate, with scents of leaf and spice and herb, leading into a surprisingly dense and textural blend of wild berry, rhubarb, melon and mixed tropical fruits. Fascinating and long, this is a fine example of Oregon Pinot at its most elegant and fascinating.","Corral Creek Vineyard",92,44,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Chehalem 2005 Corral Creek Vineyard Pinot Noir (Willamette Valley)","Pinot Noir",Chehalem,www.chehalemwines.com
US,"A special bottling commemorating Edwards' 40 years as a winemaker, this wine is made from a clonal selection created by her in 1975. The fruit is from both the Coopersmith and Georganne vineyards, made in a tiny amount. Built to age, it wraps earthy dried herbs around cherry, strawberry and boysenberry, with a juicy core of acidity. A forested hint of spearmint dances at its edge, as strong suggestions of bacon and pepper build on the finish. Drink now through 2028.","40th Anniversary",92,96,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Merry Edwards 2013 40th Anniversary Pinot Noir (Russian River Valley)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"A special, 25th anniversary bottling, this is a knockout. Dark, smoky and tannic, this has a deep, black fruit flavor, threaded with rich streaks of licorice, coffee and chocolate. Further detail comes in the form of peppery herb. This is thick, muscular and integrated.",RR,92,69,Oregon,"Ribbon Ridge","Willamette Valley","Paul Gregutt",@paulgwine ,"Chehalem 2009 RR Pinot Noir (Ribbon Ridge)","Pinot Noir",Chehalem,www.chehalemwines.com
US,"A strong, punchy Pinot Noir, ungainly now for its immaturity, showing tons of jammy raspberries and cherries. The acidity is tart, which is good in a wine this rich, providing balance, and there's also a scour of tannins. All indications suggest cellaring this wine for at least six years.","Stiling Vineyard",92,50,California,"Russian River Valley",Sonoma,NULL,NULL,"Gary Farrell 2010 Stiling Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"A suggestion of minty eucalyptus makes itself quietly known on the entry of this wine, followed by soft, seamless layers of rich red cherry. Floral and bursting in elegance, it's a vibrant, worthy representation of the vineyard. Sadly, this is the last vintage from this producer from this site. Drink now through 2020.","Saralee's Vineyard",92,39,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Joseph Swan Vineyards 2012 Saralee's Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"A sweet, supple, seductive Pinot that flirts with your palate. A bold display of ripe, sweet cherry fruit, followed by a flash of mint, a whiff of licorice, a streak of stone and a warm finish that suggests cola and sassafras. It gathers strength as it sits in the mouth, finishing with a flourish.","The Kilmore",92,42,Oregon,"Willamette Valley",NULL,"Paul Gregutt",@paulgwine ,"Owen Roe 2006 The Kilmore Pinot Noir","Pinot Noir","Owen Roe",www.owenroe.com
US,"Ah, the beautiful fruit aromas, polished texture, ripe but tangy flavors and supreme balance make this an elegant and delicious wine. This is not showy, but slightly reserved, as very little spicy oak is showing through, yet the wine's vibrance and purity keep begging for another sip.","Durell Vineyard",92,50,California,"Sonoma Coast",Sonoma,"Jim Gordon",@gordone_cellars,"Loring Wine Company 2013 Durell Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"At first this seems sculpted in a feminine style, meaning elegant, graceful and light on its feet. It's a complete and satisfying wine, with strawberry, raspberry and cola flavors intertwined. Some tougher tannins show up in the finish, suggesting that a few more years of bottle age may add both length and further complexity.","Renegade Ridge Estate",92,85,Oregon,"Dundee Hills","Willamette Valley","Paul Gregutt",@paulgwine ,"Archery Summit 2014 Renegade Ridge Estate Pinot Noir (Dundee Hills)","Pinot Noir","Archery Summit",www.archerysummit.com
US,"At two-plus years this Pinot Noir still is an infant. It's a swirl of new toasty oak, ripe cherries and currants, acidity and fresh, chunky tannins. It's a pity that much of it will be opened too young. Should be more harmonious toward the end of 2009, and evolve for many years after.","Trenton Estate",92,52,California,"Russian River Valley",Sonoma,NULL,NULL,"Joseph Swan Vineyards 2006 Trenton Estate Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"Bright aromas of raspberry and dried rose petals highlight this wine from the southwestern corner of the county, along with black tea, sage and shiitake mushrooms. The flavors are supple and elegant, with light strawberry, pencil shavings and sagebrush making for a fun, energetic wine that really lets the vineyard shine.",Reserve,92,40,California,"Santa Clara Valley","Central Coast","Matt Kettmann",@mattkettmann,"Sarah's Vineyard 2012 Reserve Pinot Noir (Santa Clara Valley)","Pinot Noir","Sarah's Vineyard",sarahs-vineyard.com
US,"Burly oak and tannin surround black and blue fruit sourced from a vineyard atop a knoll in the cool Green Valley. Earth and herb come into play midpalate, providing a savory underbelly beneath the power. This wine needs time; cellar through 2023.","Dutton Ranch Emerald Ridge Vineyard",92,62,California,"Green Valley",Sonoma,"Virginie Boone",@vboone,"Dutton-Goldfield 2013 Dutton Ranch Emerald Ridge Vineyard Pinot Noir (Green Valley)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"Candied cranberry and grape meet with light nutmeg, gingersnap cookies and wet slate on the rich, interesting nose of this wine by Lompoc-based Brian Loring. The palate is power-packed and spicy, with boysenberry, sandalwood, cedar, incense, star anise and black-tea touches.","Sierra Mar Vineyard",92,54,California,"Santa Lucia Highlands","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2015 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"Cherry blossom and wild berries show on the nose of this appellation blend by a longtime boutique producer, who flies far under the radar even within the region. The palate shows plum skin, tart dark berry and barely ripe red-currant flavors, along with ground espresso, juniper and sandalwood.",NULL,92,75,California,"Sta. Rita Hills","Central Coast","Matt Kettmann",@mattkettmann,"Wedell Cellars 2011 Pinot Noir (Sta. Rita Hills)","Pinot Noir","Wedell Cellars",www.wedellcellars.com
US,"Chipped slate and wet-clay minerality give depth to the baked strawberry, black plum and rose-petal aromas on the nose of this single-vineyard study by Brian Loring. Similar earthiness descends on the palate, with a slow-simmering acidity allowing the juicy black fruit to steadily emerge.","Clos Pepe Vineyard",92,50,California,"Sta. Rita Hills","Central Coast","Matt Kettmann",@mattkettmann,"Loring Wine Company 2014 Clos Pepe Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"Earthy and filled with baking spice, this wine offers floral aromas, bright acidity and flavors of baked strawberry compote steeped in cinnamon. Lush on the palate, as so many of the producer's wines are, it is quite mouthfilling and will take on more nuance with time, through 2022.",Georganne,92,57,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Merry Edwards 2012 Georganne Pinot Noir (Russian River Valley)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"Elegance and subtlety are the hallmarks of this medium-bodied, ultrasmooth wine. It pulls all the elements together, from the nervy, red cherry aromas to the moderate raspberry flavors, the great balance of acid and tannins vs. alcohol, and the velvety mouthfeel.","Graham Family Vineyard",92,50,California,"Russian River Valley",Sonoma,"Jim Gordon",@gordone_cellars,"Loring Wine Company 2013 Graham Family Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Loring Wine Company",www.loringwinecompany.com
US,"Extremely light and transparent in color, this wine has a nose that mixes light raspberry fruit with diced green olive, pimento and burned rubber funk. The olive tapenade carries to the palate with a just-ripe strawberry, making for a lean, savory vintage, which is carried with vibrant acidity that lasts into days two and three.","Estate Bottled",92,60,California,"Santa Cruz Mountains","Central Coast","Matt Kettmann",@mattkettmann,"Mount Eden Vineyards 2012 Estate Bottled Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Mount Eden Vineyards",www.mounteden.com
US,"Few Pinot Noirs are as delicious right out of the bottle. Dazzles with tiers of raspberry and cherry tart, smoky pie crust, cinnamon and nutmeg spices and a sweet squirt of vanilla. For all the richness, it's dry and crisp. Drink now with seared tuna, lamb chops, beef tenderloin.","La Terre Promise",92,48,California,Carneros,Napa-Sonoma,NULL,NULL,"Domaine Carneros 2008 La Terre Promise Pinot Noir (Carneros)","Pinot Noir","Domaine Carneros",www.domaine.com
US,"From a cool site, The Narrows is rich in ripe, dark cherry and a touch of herb, offering concentrated and intense flavors, with plenty of acidity to pair alongside a dish like roast pork tenderloin with rosemary or Quiche Lorraine.","The Narrows Vineyard",92,80,California,"Anderson Valley",NULL,"Virginie Boone",@vboone,"Goldeneye 2010 The Narrows Vineyard Pinot Noir (Anderson Valley)","Pinot Noir",Goldeneye,www.goldeneyewinery.com
US,"From the heart of the Laguna de Santa Rosa, this vineyard-designate delights in rhubarb and strawberry, hugely pleasing in fresh fruitiness. Complexity builds in its salty undertones and bright, sharp teases of blood orange and lemon, while the backbone is strong in floral-driven minerality.","Martaella Vineyard",92,60,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Gary Farrell 2014 Martaella Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"From the southern, cooler part of the valley, but on a sunny ridge above the fog, a fascinating study in contrasts. It has brilliantly crisp, citrusy acidity, but is a fat, fleshy wine, with mouthwatering flavors of black cherries, cola, mocha and gingersnap. The scour of dusty tannins on the finish suggests this wine will hold for several years.","Klopp Ranch",92,48,California,"Russian River Valley",Sonoma,NULL,NULL,"Merry Edwards 2001 Klopp Ranch Pinot Noir (Russian River Valley)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"From what's becoming one of the most heralded vineyards in the region, this bottling shows wet cement, baked plums, blackberry, thyme and black sage on the nose. Boysenberry fruit comes first on the sip, followed by tart orange peel, a touch of green olive and more fresh thyme flavors.","Lester Family Vineyard Partners' Reserve",92,39,California,"Santa Cruz Mountains","Central Coast","Matt Kettmann",@mattkettmann,"Soquel Vineyards 2013 Lester Family Vineyard Partners' Reserve Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Soquel Vineyards",www.soquelvineyards.com
US,"Generous and fruity in flavor and rich in texture, this is a wonderfully warm wine that's comforting to sip. It has mild tannins, a texture that seems to melt on the palate, and easy-drinking appeal.","Azaya Ranch Vineyard",92,58,California,"Marin County","North Coast","Jim Gordon",@gordone_cellars,"Dutton-Goldfield 2014 Azaya Ranch Vineyard Pinot Noir (Marin County)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"Give this young Pinot 3–4 years to begin to develop, and possibly far longer before the fruit fades away. Right now, it's tannic and closed, despite sweet, ripe cherry, raspberry and cola flavors. It shows firm acidity and a fine jacket of oak that has not yet been integrated with the fruit. So intense and powerful, it's hard to believe the alcohol is a low 13.2% by volume.","Great Oak Vineyard",92,36,California,"Russian River Valley",Sonoma,NULL,NULL,"Joseph Swan Vineyards 2010 Great Oak Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"Goldeneye's estate-grown Pinot, much of it from Gowan Creek Vineyard, this wine is intended to be the best blend from the best barrels. Powerful, with a ripe mouthful of blueberry, it is framed well by oak, giving it a roasted quality and suggestion of forest floor.","Ten Degrees",92,110,California,"Anderson Valley",NULL,"Virginie Boone",@vboone,"Goldeneye 2010 Ten Degrees Pinot Noir (Anderson Valley)","Pinot Noir",Goldeneye,www.goldeneyewinery.com
US,"Grace and elegance mark this Pinot, and so does plenty of power. It shows concentrated raspberry essence, cherry tart and drier, tart cranberry flavors, with oak adding richer, sweeter notes of buttered toast. Brisk acidity and soft tannins provide structure. Beautiful now, and should continue to develop over the next 6–8 years.","Saralee's Vineyard",92,36,California,"Russian River Valley",Sonoma,NULL,NULL,"Joseph Swan Vineyards 2010 Saralee's Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"Great structure marks this lush, young Pinot Noir. Crisp acidity and refined, firm tannins give it a solid framework, and the flavors are delicious. Shows pie-filling cherries, black raspberries, currants and mocha, with spicy cinnamon and anise. Will age for up to a decade.","Rochioli Vineyard",92,65,California,"Russian River Valley",Sonoma,NULL,NULL,"Gary Farrell 2006 Rochioli Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"In 2014 this vineyard designate has been further subdivided by clone. The Dijon 115 bottling brings a burst of fresh raspberry fruit, detailed and perfectly set against balancing acidity. It's still quite young, but has the polish and promise of further richness with additional bottle age. Drink 2020 through 2030.","Sojourner Vineyard Dijon Clone 115",92,65,Oregon,"Eola-Amity Hills","Willamette Valley","Paul Gregutt",@paulgwine ,"Owen Roe 2014 Sojourner Vineyard Dijon Clone 115 Pinot Noir (Eola-Amity Hills)","Pinot Noir","Owen Roe",www.owenroe.com
US,"Light and cloudy in the glass, this wine shows a carbonic earthiness that's welcoming and complex. Forest floor, mushroom, pine and cola flavors permeate the palate in a delicately savory way, finishing bright and crisp.","Saralee's Vineyard",92,42,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Joseph Swan Vineyards 2013 Saralee's Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Joseph Swan Vineyards",www.swanwinery.com
US,"Lighter in color than many wines from the same appellation, this still packs a complex punch on the nose, with snappy cranberry, crushed slate and peppercorn aromas. The zesty palate conveys baked strawberry, clove and pine forest underbrush flavors.",NULL,92,32,California,"Santa Lucia Highlands","Central Coast","Matt Kettmann",@mattkettmann,"Sarah's Vineyard 2013 Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Sarah's Vineyard",sarahs-vineyard.com
US,"Made in a light-bodied, lower-alcohol style, this Pinot feels silky and gentle in the mouth. It really delivers when it comes to flavor. Displays big, impressive notes of raspberries, cherries, Dr. Pepper cola, red licorice, beef jerky and smoky sandalwood that are complex and satisfying, and that finish entirely dry. Drink now and over the next four years.","La Cruz Vineyard",92,44,California,"Sonoma Coast",Sonoma,NULL,NULL,"Keller Estate 2007 La Cruz Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Keller Estate",www.kellerestate.com
US,"Marked by fresh, sleek acidity and firm, dusty tannins, this is a Pinot to stash in the cellar for a while. It's just too tough and hard now. Give it 4–6 years to soften, and let the black cherries, red currants and cola mesh with the oak and transform with the magic of bottle age.",NULL,92,42,California,"Russian River Valley",Sonoma,NULL,NULL,"Merry Edwards 2007 Pinot Noir (Russian River Valley)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"New oak dominates this young wine, with vanilla-accented buttered toast and smoky aromas. Underneath the wood are strong, complex flavors of raspberries, cherries, licorice, cola and Asian spices. With fine tannins and acidity, it seems to be a natural for the cellar. Hold until after 2011.","Flax Vineyard",92,54,California,"Russian River Valley",Sonoma,NULL,NULL,"Merry Edwards 2007 Flax Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"Offers tremendous pleasure now and over the next six years, in a wine that feels elegant and sophisticated. The tannin-acid balance is perfect, giving it a taut firmness, while the raspberry, cherry, plum and cassis flavors are elaborately rich, yet dry in the finish. The vineyard is in the Santa Rosa Plain, a cool area producing Pinots of elegance.","Toboni Vineyard",92,55,California,"Russian River Valley",Sonoma,NULL,NULL,"Gary Farrell 2011 Toboni Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Gary Farrell",www.garyfarrellwines.com
US,"One of the best Central Coast Pinots in memory. Incredibly rich and full bodied, filled with juicy flavors of blackberry, cherry, raspberry, tobacco, smoke, vanilla and earth. Yet the body is delicate and light as air on the palate. The spicy aftertaste lasts for a full minute.","Hillside Vineyard",92,90,California,"Edna Valley","Central Coast",NULL,NULL,"Wedell Cellars 2000 Hillside Vineyard Pinot Noir (Edna Valley)","Pinot Noir","Wedell Cellars",www.wedellcellars.com
US,"One of the most ripe, opulent and unctuous of the Anderson Valley wines, this full-bodied bottling smells and tastes like cinnamon, cherries, milk chocolate and brown sugar, but not as sweet as that sounds. The texture is very broad and mouth-coating and the alcohol feels on the high side, giving a feeling of power with polish.","Gowan Creek Vineyard",92,82,California,"Anderson Valley",NULL,"Jim Gordon",@gordone_cellars,"Goldeneye 2012 Gowan Creek Vineyard Pinot Noir (Anderson Valley)","Pinot Noir",Goldeneye,www.goldeneyewinery.com
US,"Only 120 cases of this wine from the Sonoma Coast, where cool weather limits ripeness. There are Burgundian aromas of grilled meat, raw meat and mushroom, with dark berries. Very dry, but with a glyceriney sweetness, it's light and supple on the palate. Might age; might not. This is still unexplored territory for Pinot Noir.","Freestone Hill Vineyard",92,55,California,"Russian River Valley",Sonoma,NULL,NULL,"Dutton-Goldfield 1999 Freestone Hill Vineyard Pinot Noir (Russian River Valley)","Pinot Noir",Dutton-Goldfield,www.duttongoldfield.com
US,"Planted on a relatively cool site for the Russian River, the Laguna Ridge, this Pinot is velvety and lush in baked strawberry and black raspberry, a celebration of finely grown, ripe fruit, with sharp-edged acidity and waves of savory mocha. With pronounced oak that mellows in the glass, it should only become more interesting with a few more years in the cellar, through 2022.",Coopersmith,92,60,California,"Russian River Valley",Sonoma,"Virginie Boone",@vboone,"Merry Edwards 2012 Coopersmith Pinot Noir (Russian River Valley)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"Pleasing aromatics send up a mix of cherry, black tea and clean earth. The wine is tannic and substantial, with ripe black cherry fruit and a streak of caramel.","Anna's Vineyard",92,42,Oregon,"Chehalem Mountains","Willamette Valley","Paul Gregutt",@paulgwine ,"Owen Roe 2012 Anna's Vineyard Pinot Noir (Chehalem Mountains)","Pinot Noir","Owen Roe",www.owenroe.com
US,"Power vs. finesse. Which wins out? It's pretty much a draw in this blend of various sites throughout the sprawling Sonoma Coast appellation. It shows the acidity and dryness of the coast, as well as the long hangtime richness of the vintage, with spicy raspberry and cherry flavors liberally oaked. A gorgeous wine, and a bargain given that it's the least expensive of the winery's 2010 Pinots. Drink now–2014.",NULL,92,39,California,"Sonoma Coast",Sonoma,NULL,NULL,"Merry Edwards 2010 Pinot Noir (Sonoma Coast)","Pinot Noir","Merry Edwards",www.merryedwards.com
US,"Pretty and complex, this delivers a mélange of interesting flavors. Round, tart fruits—berries and sour plum— mingle with dried leaves, cut tobacco and mushroom. Somehow a citrus streak sneaks into the finish, giving the wine a lemony lift. Delicious already, it can be cellared for another 5–6 years.","South Block",92,45,Oregon,"Willamette Valley","Willamette Valley","Paul Gregutt",@paulgwine ,"Willamette Valley Vineyards 2008 South Block Pinot Noir (Willamette Valley)","Pinot Noir","Willamette Valley Vineyards",www.wvv.com
US,"Proving that exceptional wines can be (and were) made in this cool, light vintage, this estate-grown selection is both elegant and complex. Flavors of mixed wild berries, a streak of tea, a whiff of peach and compelling balance carry it through an extended finish.","Ridgecrest Vineyards",92,50,Oregon,"Ribbon Ridge","Willamette Valley","Paul Gregutt",@paulgwine ,"Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge)","Pinot Noir",Chehalem,www.chehalemwines.com
